PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status
PNR0000014253,93432,10/09/63,2AC,Premium Tatkal,BBS,ASR,09/01/63,Waitlisted,3,Senior Citizen,Mobile App,339,8,8,Rajdhani,204,Defense Quota,Yes,WL114,Not Confirmed
PNR0000014254,44532,11/09/63,,General,BSB,HWH,10/01/63,Confirmed,4,Adult,Counter,1961,12,34,Rajdhani,486,Defense Quota,Yes,,Confirmed
PNR0000014255,81467,12/09/63,2AC,Premium Tatkal,CNB,GKP,11/01/63,RAC,2,Senior Citizen,Counter,981,7,5,Rajdhani,110,None,Yes,,Confirmed
PNR0000014256,31858,13/09/63,,General,LTT,MMCT,12/01/63,Confirmed,3,Senior Citizen,Mobile App,466,4,23,Express,375,None,Yes,,Confirmed
PNR0000014257,56851,14/09/63,,,JP,PNBE,13/01/63,Waitlisted,5,Child,IRCTC Website,686,8,40,Express,248,Senior Citizen,No,WL064,Not Confirmed
PNR0000014258,91503,15/09/63,Sleeper,Tatkal,MSCT,NDLS,14/01/63,RAC,1,Senior Citizen,IRCTC Website,1390,19,47,Express,,Defense Quota,Yes,,Confirmed
PNR0000014259,26842,16/09/63,Sleeper,Tatkal,LKO,GKP,15/01/63,Waitlisted,3,Child,IRCTC Website,1507,6,39,Express,327,Senior Citizen,Yes,WL056,Not Confirmed
PNR0000014260,54241,17/09/63,2AC,,SC,ASR,16/01/63,Confirmed,4,Child,Mobile App,1941,5,16,Express,333,Defense Quota,No,,Confirmed
PNR0000014261,48835,18/09/63,Sleeper,General,JP,UMB,17/01/63,Confirmed,2,Senior Citizen,Mobile App,1993,18,29,Rajdhani,376,Defense Quota,No,,Confirmed
PNR0000014262,21661,19/09/63,Sleeper,Tatkal,BCT,UMB,18/01/63,Confirmed,2,Adult,IRCTC Website,1126,4,37,Superfast,137,None,No,,Confirmed
PNR0000014263,22979,20/09/63,1AC,Ladies,UMB,GKP,19/01/63,RAC,1,Child,IRCTC Website,1749,4,18,ExprePs,60,Defense Quota,No,,Confirmed
PNR0000014264,79747,21/09/63,3AC,General,JP,BCT,20/01/63,Confirmed,1,Child,IRCTC Website,1836,19,39,Superfast,299,None,Yes,,Confirmed
PNR0000014265,64728,22/09/63,3AC,General,NDLS,JHS,21/01/63,RAC,4,Adult,IRCTC Website,1155,2,21,Rajdhani,492,Defense Quota,Yes,,Confirmed
PNR0000014266,10787,09-23-2063,1AC,Ladies,PNBE,LKO,22/01/63,Waitlisted,4,Senior Citizen,Mobile App,136,17,20,Rajdhani,483,Senior Citizen,No,WL164,Not Confirmed
PNR0000014267,25940,24/09/63,1AC,Ladies,BSB,ADI,23/01/63,Confirmed,3,Adult,Counter,79,7,12,Shatabdi,117,Defense Quota,Yes,,Confirmed
PNR0000014268,48273,25/09/63,3AC,Premium Tatkal,ASR,MMCT,24/01/63,Confirmed,3,Adult,IRCTC Website,1713,17,44,Rajdhani,,Senior Citizen,Yes,,Confirmed
PNR0000014269,39869,26/09/63,3AC,General,GKP,UMB,25/01/63,Confirmed,4,Senior Citizen,Counter,1006,6,28,RajMhani,69,Defense Quota,No,,Confirmed
PNR0000014270,20699,27/09/63,1AC,Tatkal,ADI,NDLS,26/01/63,Waitlisted,1,Child,Counter,1811,4,14,Express,384,None,Yes,WL161,Not Confirmed
PNR0000014271,46758,28/09/63,Sleeper,Premium Tatkal,BCT,UMB,27/01/63,Waitlisted,2,Senior Citizen,IRCTC Website,1915,13,40,Express,405,Senior Citizen,Yes,WL068,Not Confirmed
PNR0000014272,59444,29/09/63,2AC,Premium Tatkal,NJP,MUCT,28/01/63,Confirmed,4,Child,Mobile App,1787,4,8,Express,417,None,Yes,,Confirmed
PNR0000014273,74516,30/09/63,2AC,Ladies,LTT,LKO,29/01/63,Confirmed,1,Adult,Mobile App,1899,16,13,Superfast,455,None,Yes,,Confirmed
PNR0000014274,61501,10/01/63,2AC,Ladies,LTT,NDLS,30/01/63,Confirmed,5,Adult,IRCTC Website,1899,9,15,Rajdhani,341,Senior Citizen,Yes,,Confirmed
PNR0000014275,49356,02/10/63,3AC,Premium Tatkal,MAS,MMCT,31/01/63,RAC,5,Senior Citizen,Counter,1255,3,41,Rajdhani,349,Senior Citizen,Yes,,Confirmed
PNR0000014276,26874,03/10/63,Sleeper,Premium Tatkal,HWH,KOAA,01/02/63,Waitlisted,1,Senior Citizen,IRCTC Website,1411,3,25,Express,243,Defense Quota,Yes,WL088,Not Confirmed
PNR0000014277,98267,10/04/63,2AC,General,SBC,HWH,02/02/63,Waitlisted,1,Adult,Counter,850,7,3,Superfast,397,None,Yes,WL142,Not Confirmed
PNR0000014278,38907,05/10/63,Sleeper,,LTT,MAS,03/02/63,Waitlisted,5,Adult,IRCTC Website,1326,9,4,Express,79,Senior Citizen,Yes,WL047,Not Confirmed
PNR0000014279,96249,06/10/63,2AC,Tatkal,BSB,LTT,04/02/63,RAC,1,Adult,IRCTC Website,500,4,9,Shatabdi,,Senior Citizen,No,,Confirmed
PNR0000014280,79035,07/10/63,Sleeper,Tatkal,NJP,LKO,05/02/63,Waitlisted,4,Senior Citizen,Counter,286,16,44,Shatabdi,158,None,Yes,WL082,Not Confirmed
PNR0000014281,86954,08/10/63,2AC,General,ADI,JU,06/02/63,Waitlisted,3,Senior Citizen,IRCTC Website,1146,12,46,Rajdhani,462,Senior Citizen,Yes,WL002,Not Confirmed
PNR0000014282,43215,09/10/63,1AC,Tatkal,HWH,PNBE,07/02/63,Confirmed,2,Child,Counter,1719,7,37,Shatabdi,,None,Yes,,Confirmed
PNR0000014283,77021,10/10/63,1AC,Tatkal,BBS,PNBE,08/02/63,Waitlisted,4,Senior Citizen,IRCTC Website,1801,18,30,Rajdhani,466,Defense Quota,No,WL194,Not Confirmed
PNR0000014284,35559,11/10/63,Sleeper,Premium Tatkal,BBS,GKP,09/02/63,RAC,1,Child,Mobile App,100,17,29,Shatabdi,173,Defense Quota,Yes,,Confirmed
PNR0000014285,95843,12/10/63,Sleeper,Ladies,CNB,ADI,10/02/63,RAC,4,Child,Mobile App,1629,14,10,Superfast,406,Defense Quota,Yes,,Confirmed
PNR0000014286,94218,13/10/63,1AC,Ladies,JP,LTT,11/02/63,Confirmed,4,Adult,IRCTC Website,340,2,29,Superfast,,None,Yes,,Confirmed
PNR0000014287,88211,14/10/63,2AC,Tatkal,GKP,HWH,12/02/63,RAC,1,Child,IRCTC Website,960,13,5,Rajdhani,361,Senior Citizen,No,,Confirmed
PNR0000014288,81176,15/10/63,1AC,General,JHS,PNBE,13/02/63,RAC,5,Senior Citizen,Mobile App,1702,16,10,Superfast,395,Senior Citizen,Yes,,Confirmed
PNR0000014289,90351,16/10/63,Sleeper,Premium Tatkal,CSMT,LKO,14/02/63,Confirmed,2,Senior Citizen,IRCTC Website,727,12,27,Express,448,Senior Citizen,No,,Confirmed
PNR0000014290,44237,17/10/63,2AC,Tatkal,JHS,GKP,15/02/63,Waitlisted,5,Senior Citizen,,1345,5,11,Express,383,None,No,WL021,Not Confirmed
PNR0000014291,88684,18/10/63,Sleeper,General,LKO,MMCT,16/02/63,RAC,5,Child,IRCTC Website,862,3,29,Rajdhani,,Defense Quota,Yes,,Confirmed
PNR0000014292,92296,19/10/63,3AC,Premium Tatkal,JU,ASR,17/02/63,RAC,5,Child,IRCTC Website,1833,11,37,Express,176,Senior Citizen,Yes,,Confirmed
PNR0000014293,29514,20/10/63,Sleeper,Premium Tatkal,SC,BCT,18/02/63,Confirmed,5,Senior Citizen,Mobile App,92,10,10,Rajdhani,400,None,Yes,,Confirmed
PNR0000014294,74436,21/10/63,Sleeper,,SBC,BSB,19/02/63,RAC,5,Child,Mobile App,844,13,39,Superfast,55,Senior Citizen,Yes,,Confirmed
PNR0000014295,99071,22/10/63,,Ladies,LTT,SBC,20/02/63,Waitlisted,4,Child,Mobile App,210,9,47,Shatabdi,455,None,Yes,WL166,Not Confirmed
PNR0000014296,53578,23/10/63,1AC,General,MAS,JU,21/02/63,RAC,1,Adult,Mobile App,1595,5,43,Express,349,Defense Quota,Yes,,Confirmed
PNR0000014297,68788,24/10/63,1AC,,NDLS,BCT,22/02/63,Waitlisted,1,Senior Citizen,IRCTC Website,514,12,27,Shatabdi,352,Defense Quota,Yes,WL180,Not Confirmed
PNR0000014298,10810,25/10/63,2AC,Tatkal,MMCT,CSMT,23/02/63,Confirmed,5,Adult,IRCTC Website,1789,14,25,Rajdhani,24,None,No,,Confirmed
PNR0000014299,77870,26/10/63,1AC,,CNB,BSB,24/02/63,Confirmed,5,Senior Citizen,Mobile App,1772,6,2,Rajdhani,257,Senior Citizen,No,,Confirmed
PNR0000014300,71851,27/10/63,3AC,Premium Tatkal,KOAA,SC,25/02/63,Confirmed,5,Senior Citizen,Counter,1758,2,18,Superfast,31,Defense Quota,No,,Confirmed
PNR0000014301,80272,28/10/63,Sleeper,General,SC,SC,26/02/63,Waitlisted,1,Senior Citizen,IRCTC Website,306,2,29,Express,493,Senior Citizen,Yes,WL032,Not Confirmed
PNR0000014302,50642,29/10/63,2AC,Ladies,HWH,CSMT,27/02/63,Confirmed,1,Child,Mobile App,1223,15,44,Rajdhani,,Senior Citizen,Yes,,Confirmed
PNR0000014303,37019,30/10/63,Sleeper,,MAS,SBC,28/02/63,Confirmed,2,Adult,Counter,996,12,41,Express,481,None,No,,Confirmed
PNR0000014304,65652,31/10/63,3AC,Premium Tatkal,LTT,LKO,01/03/63,Waitlisted,4,Senior Citizen,Counter,1037,19,47,Shatabdi,430,Defense Quota,No,WL073,Not Confirmed
PNR0000014305,20940,01/11/63,1AC,Premium Tatkal,SC,ASR,03/02/63,Confirmed,5,Senior Citizen,IRCTC Website,247,18,4,Rajdhani,173,None,Yes,,Confirmed
PNR0000014306,46284,02/11/63,2AC,Ladies,SC,NJP,03/03/63,Waitlisted,1,Child,,930,3,2,Rajdhani,469,Defense Quota,Yes,,Not Confirmed
PNR0000014307,17546,03/11/63,,Tatkal,CNB,ROAA,04/03/63,Waitlisted,4,Child,IRCTC Website,240,2,2,Shatabdi,195,Defense Quota,Yes,WL010,Not Confirmed
PNR0000014308,99861,04/11/63,1AC,General,GKP,KOAA,05/03/63,Waitlisted,2,Senior Citizen,Counter,1933,9,40,Shatabdi,124,Defense Quota,No,WL118,Not Confirmed
PNR0000014309,99832,11/05/63,1AC,Ladies,HWH,BBS,06/03/63,Waitlisted,2,Adult,Counter,1870,8,25,Shatabdi,300,None,Yes,,Not Confirmed
PNR0000014310,13950,06/11/63,1AC,Premium Tatkal,SBC,NJP,07/03/63,RAC,3,Senior Citizen,,203,5,26,Rajdhani,168,Senior Citizen,Yes,,Confirmed
PNR0000014311,36503,07/11/63,Sleeper,,KOAA,JP,03/08/63,Confirmed,3,Child,Mobile App,1962,10,2,Superfast,373,Senior Citizen,Yes,,Confirmed
PNR0000014312,66436,08/11/63,2AC,General,CSMT,LTT,09/03/63,Confirmed,5,Adult,Counter,1355,12,21,Superfast,144,Defense Quota,Yes,,Confirmed
PNR0000014313,47100,09/11/63,Sleeper,General,MMCT,HWH,10/03/63,Waitlisted,2,Adult,Mobile App,265,19,33,Express,359,Senior Citizen,Yes,,Not Confirmed
PNR0000014314,44600,10/11/63,3AC,Ladies,KOAA,PNBE,11/03/63,RAC,3,Adult,Counter,1901,4,30,Express,332,None,No,,Confirmed
PNR0000014315,30080,11/11/63,,,SC,LKO,12/03/63,Waitlisted,5,Senior Citizen,IRCTC Website,1277,9,2,Express,474,Senior Citizen,Yes,WL105,Not Confirmed
PNR0000014316,67445,12/11/63,3AC,General,SC,BCT,13/03/63,RAC,2,Senior Citizen,IRCTC Website,622,16,18,Express,54,None,No,,Confirmed
PNR0000014317,75758,13/11/63,,Ladies,NDLS,NDLS,03-14-2063,Confirmed,2,Child,IRCTC Website,1398,12,22,Express,240,Senior Citizen,No,,Confirmed
PNR0000014318,24080,14/11/63,Sleeper,General,HWH,HWH,03-15-2063,RAC,2,Child,Mobile App,1216,15,19,Rajdhani,395,Senior Citizen,Yes,,Confirmed
PNR0000014319,61403,15/11/63,2AC,Ladies,HWH,NDLS,16/03/63,Confirmed,3,Child,Counter,1700,13,7,Rajdhani,125,Senior Citizen,Yes,,Confirmed
PNR0000014320,41519,16/11/63,Sleeper,General,BSB,BCT,17/03/63,RAC,2,Child,Mobile App,1129,2,36,Rajdhani,388,None,No,,Confirmed
PNR0000014321,82322,17/11/63,3AC,Premium Tatkal,NJP,LTT,18/03/63,RAC,1,Adult,IRCTC Website,635,2,9,Rajdhani,466,Senior Citizen,No,,Confirmed
PNR0000014322,59946,18/11/63,3AC,Ladies,HWH,BSB,19/03/63,Waitlisted,2,Senior Citizen,Counter,1936,11,46,Express,173,Senior Citizen,No,WL127,Not Confirmed
PNR0000014323,96468,19/11/63,1AC,General,NDLS,JP,20/03/63,Waitlisted,5,Senior Citizen,Counter,1376,13,14,Rajdhani,177,Defense Quota,Yes,WL088,Not Confirmed
PNR0000014324,85117,20/11/63,2AC,Tatkal,ADI,UMB,21/03/63,RAC,2,Senior Citizen,Mobile App,1890,18,2,Rajdhani,215,Senior Citizen,Yes,,Confirmed
PNR0000014325,10420,21/11/63,1AC,General,CNB,JHS,22/03/63,Confirmed,4,Adult,IRCTC Website,985,15,36,Rajdhani,60,None,Yes,,Confirmed
PNR0000014326,35598,22/11/63,1AC,Premium Tatkal,NDLS,BSB,23/03/63,Waitlisted,4,Adult,Mobile App,1121,19,26,Rajdhani,30,Defense Quota,Yes,WL085,Not Confirmed
PNR0000014327,11038,23/11/63,,Tatkal,JHS,CSMT,24/03/63,Waitlisted,1,Child,IRCTC Website,1364,18,14,Express,387,Senior Citizen,Yes,WL185,Not Confirmed
PNR0000014328,64344,24/11/63,2AC,Premium Tatkal,SBC,LKO,25/03/63,Waitlisted,1,Senior Citizen,Mobile App,612,4,8,Shatabdi,419,Senior Citizen,Yes,WL199,Not Confirmed
PNR0000014329,47023,25/11/63,1AC,General,CNB,MMCT,26/03/63,Confirmed,3,Senior Citizen,IRCTC Website,1866,19,11,Shatabdi,426,None,No,,Confirmed
PNR0000014330,18793,26/11/63,3AC,Tatkal,LKO,UMB,27/03/63,RAC,1,Child,Counter,110,10,46,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000014331,45589,27/11/63,,,UMB,JP,28/03/63,RAC,5,Senior Citizen,IRCTC Website,1645,17,13,Shatabdi,120,Defense Quota,No,,Confirmed
PNR0000014332,29888,28/11/63,Sleeper,General,PNBE,ADI,29/03/63,Waitlisted,3,Child,Counter,803,5,5,Express,348,None,No,WL116,Not Confirmed
PNR0000014333,74373,29/11/63,1AC,Premium Tatkal,NDLS,CSMT,30/03/63,Waitlisted,2,Senior Citizen,Counter,242,18,25,Express,224,None,Yes,WL138,Not Confirmed
PNR0000014334,87769,30/11/63,Sleeper,Ladies,KOAA,LKO,31/03/63,Confirmed,3,Senior Citizen,Mobile App,524,17,44,Shatabdi,394,None,No,,Confirmed
PNR0000014335,60430,12/01/63,2AC,Ladies,NDLS,NJP,04/01/63,RAC,5,Adult,,977,16,29,Rajdhani,7,None,Yes,,Confirmed
PNR0000014336,37335,02/12/63,Sleeper,Premium Tatkal,PNBE,NJP,04/02/63,RAC,4,Senior Citizen,Mobile App,1106,7,10,Superfast,260,Senior Citizen,No,,Confirmed
PNR0000014337,89877,03/12/63,1AC,Tatkal,PNBE,GKP,03/04/63,RAC,3,Senior Citizen,IRCTC Website,1810,7,45,Superfast,423,None,Yes,,Confirmed
PNR0000014338,19757,04/12/63,,,UMB,NJP,04/04/63,Confirmed,4,Child,Counter,154,4,11,Rajdhani,,Defense Quota,No,,Confirmed
PNR0000014339,72731,05/12/63,2AC,Tatkal,UMB,ADI,05/04/63,Waitlisted,3,Adult,Counter,100,11,40,Express,239,Senior Citizen,No,WL149,Not Confirmed
PNR0000014340,44050,12/06/63,3AC,Premium Tatkal,JP,ASR,06/04/63,RAC,2,Child,IRCTC Website,1560,11,10,Superfast,324,Defense Quota,No,,Confirmed
PNR0000014341,23947,07/12/63,Sleeper,Tatkal,HWH,BCT,07/04/63,RAC,5,Senior Citizen,Mobile App,1068,18,31,Express,241,Defense Quota,Yes,,Confirmed
PNR0000014342,47854,08/12/63,3AC,Tatkal,UMB,MMCT,08/04/63,Waitlisted,5,Senior Citizen,Mobile App,690,15,28,Superfast,324,None,Yes,WL161,Not Confirmed
PNR0000014343,25976,12/09/63,3AC,General,BCT,UMB,09/04/63,Confirmed,3,Adult,Counter,209,3,37,Express,12,Defense Quota,Yes,,Confirmed
PNR0000014344,24111,10/12/63,3AC,General,UMB,BBS,10/04/63,Confirmed,5,Senior Citizen,,388,4,35,Shatabdi,16,None,Yes,,Confirmed
PNR0000014345,92193,11/12/63,Sleeper,Ladies,LKO,BSB,11/04/63,RAC,3,Senior Citizen,Mobile App,1675,14,5,Rajdhani,102,Defense Quota,No,,Confirmed
PNR0000014346,83169,12/12/63,3AC,Premium Tatkal,NJP,MMCT,12/04/63,Waitlisted,1,Child,Mobile App,1002,15,47,RajdLani,490,Senior Citizen,Yes,WL136,Not Confirmed
PNR0000014347,86822,13/12/63,,Tatkal,LTT,GKP,13/04/63,RAC,5,Senior Citizen,IRCTC Website,640,5,30,Express,234,Senior Citizen,Yes,,Confirmed
PNR0000014348,44858,14/12/63,Sleeper,,HWH,HWH,14/04/63,RAC,2,Child,IRCTC Website,1457,2,30,Shatabdi,365,Defense Quota,No,,Confirmed
PNR0000014349,57724,15/12/63,1AC,,SC,ASR,15/04/63,RAC,5,Child,Mobile App,903,18,44,Superfast,,None,Yes,,Confirmed
PNR0000014350,50953,12-16-2063,Sleeper,Ladies,BBS,JU,16/04/63,Confirmed,3,Child,Counter,218,3,34,Shatabdi,250,Defense Quota,Yes,,Confirmed
PNR0000014351,61247,17/12/63,2AC,General,JU,MMCT,17/04/63,Waitlisted,5,Senior Citizen,Counter,1647,16,20,Superfast,405,Defense Quota,No,WL078,Not Confirmed
PNR0000014352,29053,18/12/63,Sleeper,Premium Tatkal,HWH,NDLS,18/04/63,RAC,1,Senior Citizen,Mobile App,1203,3,29,Express,381,Senior Citizen,Yes,,Confirmed
PNR0000014353,44268,19/12/63,2AC,Premium Tatkal,SBC,MAS,19/04/63,Confirmed,5,Senior Citizen,,294,7,13,Superfast,68,Senior Citizen,No,,Confirmed
PNR0000014354,81307,20/12/63,Sleeper,Premium Tatkal,ADI,SBC,20/04/63,Confirmed,4,Adult,Mobile App,392,19,41,Rajdhani,34,None,No,,Confirmed
PNR0000014355,61231,21/12/63,Sleeper,Premium Tatkal,LTT,BSB,21/04/63,RAC,5,Child,Mobile App,876,11,36,Express,387,Senior Citizen,Yes,,Confirmed
PNR0000014356,28366,12-22-2063,Sleeper,Tatkal,ASR,LKO,22/04/63,RAC,5,Adult,IRCTC Website,1863,13,8,Superfast,,Senior Citizen,No,,Confirmed
PNR0000014357,39052,23/12/63,,General,CSMT,MAS,23/04/63,Waitlisted,1,Senior Citizen,Counter,1551,2,26,Express,381,Defense Quota,Yes,WL051,Not Confirmed
PNR0000014358,26394,24/12/63,2AC,Premium Tatkal,KOAA,ADI,24/04/63,RAC,4,Adult,Mobile App,1910,10,45,Express,448,Senior Citizen,No,,Confirmed
PNR0000014359,93768,12-25-2063,Sleeper,General,MAS,BBS,25/04/63,Waitlisted,5,Senior Citizen,,964,8,38,Express,,Defense Quota,No,WL158,Not Confirmed
PNR0000014360,21478,26/12/63,2AC,General,NDLS,GKP,26/04/63,Confirmed,1,Child,Counter,1249,14,14,ShatabdG,388,None,Yes,,Confirmed
PNR0000014361,76885,27/12/63,Sleeper,,HWH,KOAA,27/04/63,Waitlisted,2,Adult,IRCTC Website,492,7,11,Rajdhani,176,Senior Citizen,No,WL006,Not Confirmed
PNR0000014362,17549,28/12/63,2AC,Premium Tatkal,CSMT,NJP,28/04/63,RAC,3,Adult,IRCTC Website,864,7,22,Rajdhani,497,None,No,,Confirmed
PNR0000014363,80477,29/12/63,2AC,Ladies,SBC,CSMT,29/04/63,RAC,5,Adult,IRCTC Website,602,9,45,Superfast,306,Senior Citizen,Yes,,Confirmed
PNR0000014364,69036,30/12/63,Sleeper,Tatkal,MAS,BCT,30/04/63,Confirmed,1,Child,Mobile App,102,18,32,Rajdhani,0,None,No,,Confirmed
PNR0000014365,94127,31/12/63,1AC,Tatkal,JP,MMCT,01/05/63,RAC,1,Child,Mobile App,290,13,32,Rajdhani,269,Defense Quota,Yes,,Confirmed
PNR0000014366,84826,01/01/64,,Premium Tatkal,GKP,LTT,02/05/63,RAC,5,Adult,Counter,531,16,42,Shatabdi,404,Defense Quota,Yes,,Confirmed
PNR0000014367,91393,02/01/64,Sleeper,Ladies,KOAA,LKO,03/05/63,Confirmed,2,Adult,Mobile App,193,19,3,Shatabdi,238,None,Yes,,Confirmed
PNR0000014368,24815,03/01/64,Sleeper,Ladies,LTT,SBC,05/04/63,Confirmed,1,Child,Counter,1119,18,13,Shatabdi,417,Defense Quota,Yes,,Confirmed
PNR0000014369,78819,01/04/64,3AC,,JHS,JU,05/05/63,RAC,2,Child,,1309,12,32,Shatabdi,448,Senior Citizen,Yes,,Confirmed
PNR0000014370,99072,01/05/64,1AC,Ladies,JU,HWH,06/05/63,Waitlisted,4,Senior Citizen,,1979,6,10,Express,156,None,Yes,,Not Confirmed
PNR0000014371,19244,06/01/64,,Premium Tatkal,SC,GKP,07/05/63,Confirmed,2,Child,Mobile App,909,7,14,Rajdhani,413,Senior Citizen,No,,Confirmed
PNR0000014372,95768,07/01/64,3AC,Tatkal,UMB,LKO,08/05/63,RAC,5,Adult,Mobile App,644,16,26,Superfast,192,Senior Citizen,No,,Confirmed
PNR0000014373,91983,08/01/64,3AC,General,NDLS,BSB,09/05/63,Confirmed,5,Adult,Counter,1195,12,32,Rajdhani,163,None,No,,Confirmed
PNR0000014374,49788,09/01/64,2AC,Premium Tatkal,MAS,PNBE,10/05/63,Confirmed,3,Adult,Counter,241,9,5,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000014375,66265,10/01/64,2AC,Tatkal,UMB,ASR,11/05/63,Confirmed,5,Adult,Mobile App,982,7,9,Express,352,Defense Quota,No,,Confirmed
PNR0000014376,79394,11/01/64,2AC,Tatkal,PNBE,KOAA,12/05/63,Confirmed,2,Adult,IRCTC Website,785,15,24,Rajdhani,,None,Yes,,Confirmed
PNR0000014377,15740,12/01/64,3AC,Premium Tatkal,NJP,KOAA,13/05/63,Confirmed,1,Adult,IRCTC Website,1913,9,18,Express,18,None,No,,Confirmed
PNR0000014378,48477,13/01/64,3AC,Tatkal,JHS,LTT,14/05/63,Waitlisted,4,Adult,Mobile App,959,4,45,Shatabdi,383,None,No,WL080,Not Confirmed
PNR0000014379,17183,14/01/64,3AC,Premium Tatkal,SC,LTT,15/05/63,Waitlisted,2,Adult,Mobile App,1147,15,36,Rajdhani,329,None,Yes,WL134,Not Confirmed
PNR0000014380,90988,15/01/64,,Tatkal,CSMT,CNB,05-16-2063,Confirmed,2,Adult,,1791,12,9,Rajdhani,74,Defense Quota,No,,Confirmed
PNR0000014381,23498,16/01/64,1AC,,KOAA,UMB,17/05/63,Confirmed,4,Child,Counter,291,3,10,Rajdhani,,Senior Citizen,No,,Confirmed
PNR0000014382,44383,17/01/64,3AC,Tatkal,MMCT,CSMT,18/05/63,Waitlisted,4,Senior Citizen,,1526,11,14,Express,396,Senior Citizen,No,WL012,Not Confirmed
PNR0000014383,43710,18/01/64,1AC,General,PNBE,ADI,19/05/63,RAC,5,Child,IRCTC Website,191,4,16,Rajdhani,378,Defense Quota,Yes,,Confirmed
PNR0000014384,28456,19/01/64,3AC,Tatkal,SC,BCT,20/05/63,RAC,2,Senior Citizen,Counter,1109,13,32,Rajdhani,130,Defense Quota,No,,Confirmed
PNR0000014385,99766,20/01/64,2AC,General,LKO,JHS,21/05/63,RAC,2,Senior Citizen,IRCTC Website,1362,4,42,Rajdhani,78,None,Yes,,Confirmed
PNR0000014386,40780,21/01/64,2AC,Tatkal,GKP,MMCT,22/05/63,Waitlisted,2,Child,Counter,1339,12,38,Yxpress,202,None,Yes,WL107,Not Confirmed
PNR0000014387,26169,22/01/64,Sleeper,Premium Tatkal,CSDT,HWH,23/05/63,Waitlisted,4,Adult,Mobile App,1069,8,21,Shatabdi,219,None,Yes,WL013,Not Confirmed
PNR0000014388,41751,23/01/64,1AC,Ladies,LTT,SBC,24/05/63,RAC,4,Child,IRCTC Website,1711,19,25,Shatabdi,211,Senior Citizen,No,,Confirmed
PNR0000014389,52521,24/01/64,2AC,Premium Tatkal,JP,MMCT,25/05/63,Confirmed,5,Child,,641,19,5,ExprAss,173,None,Yes,,Confirmed
PNR0000014390,98012,25/01/64,Sleeper,Ladies,HWH,SBC,26/05/63,Confirmed,3,Adult,IRCTC Website,349,5,14,Shatabdi,384,None,No,,Confirmed
PNR0000014391,54465,26/01/64,1AC,Ladies,CSMT,CNB,27/05/63,Waitlisted,1,Senior Citizen,Mobile App,1407,18,2,Express,17,None,No,WL117,Not Confirmed
PNR0000014392,20859,27/01/64,Sleeper,Tatkal,BBS,ADI,28/05/63,Confirmed,2,Senior Citizen,Counter,583,15,4,Shatabdi,270,Defense Quota,Yes,,Confirmed
PNR0000014393,90893,28/01/64,3AC,Ladies,JHS,MMCT,29/05/63,Waitlisted,5,Senior Citizen,Mobile App,640,18,44,Rajdhani,220,Senior Citizen,No,,Not Confirmed
PNR0000014394,55884,29/01/64,1AC,General,ADI,MMCT,30/05/63,Confirmed,2,Senior Citizen,Mobile App,1185,3,23,Superfast,317,Senior Citizen,No,,Confirmed
PNR0000014395,88681,30/01/64,3AC,Ladies,KOAA,MMCP,31/05/63,RAC,5,Senior Citizen,,1576,13,32,Superfast,311,Senior Citizen,No,,Confirmed
PNR0000014396,46932,31/01/64,3AC,Ladies,ADI,PNBE,01/06/63,Waitlisted,2,Child,Counter,1169,6,37,Express,223,None,Yes,,Not Confirmed
PNR0000014397,24086,01/02/64,Sleeper,Ladies,JP,ADI,02/06/63,Waitlisted,5,Child,IRCTC Website,883,9,26,Rajdhani,103,Senior Citizen,No,WL130,Not Confirmed
PNR0000014398,77554,02/02/64,3AC,Tatkal,BCT,BSB,06/03/63,RAC,3,Senior Citizen,IRCTC Website,168,13,26,Express,193,Senior Citizen,Yes,,Confirmed
PNR0000014399,80309,03/02/64,1AC,General,GKP,LTT,04/06/63,Waitlisted,5,Adult,Counter,1064,8,22,Superfast,316,Senior Citizen,Yes,WL139,Not Confirmed
PNR0000014400,15965,04/02/64,2AC,Tatkal,MAS,NDLS,06/05/63,Confirmed,2,Child,Counter,1587,19,42,Rajdhani,,Senior Citizen,No,,Confirmed
PNR0000014401,73516,05/02/64,3AC,Ladies,LTT,GKP,06/06/63,Confirmed,3,Senior Citizen,Counter,668,10,34,Superfast,72,None,No,,Confirmed
PNR0000014402,94098,02/06/64,3AC,,MMCT,NDLS,07/06/63,Waitlisted,3,Senior Citizen,Counter,139,16,9,RVjdhani,,None,No,WL072,Not Confirmed
PNR0000014403,70112,07/02/64,2AC,General,BBS,HWH,08/06/63,Waitlisted,3,Senior Citizen,Mobile App,1604,10,3,Express,322,Senior Citizen,Yes,WL033,Not Confirmed
PNR0000014404,32759,08/02/64,1AC,General,BCT,ADI,09/06/63,Waitlisted,5,Senior Citizen,Mobile App,1157,5,42,ExKress,495,Senior Citizen,Yes,WL102,Not Confirmed
PNR0000014405,25069,09/02/64,Sleeper,Ladies,HWH,HWH,10/06/63,RAC,1,Child,,1275,9,16,Express,323,Defense Quota,No,,Confirmed
